stock_code,transaction_date,window_id,order_age_fifo_count,window_open_price,deal_amount,Q_rule_t,active_buy_amount,active_sell_count,CH_rule_t,active_buy_count,side_fallback_count,large_active_sell_amount,order_age_unresolved_count,order_age_missing_count,passive_retail_amount,window_close_price,small_passive_buy_amount,pi_max_price_impact_pct,signal_deal_sell_amount,order_age_recovered_count,window_trade_count,active_inferred_count,active_non_large_amount,unknown_side_amount,order_age_direct_count,signed_large_active_amount,signal_deal_buy_amount,small_passive_sell_amount,R_seed_t,signed_mix_qr_amount,passive_quant_amount,large_active_buy_amount,active_sell_amount
000004.SZ,20260709,15,0,0.42,9618,-9618,0,9,0,0,0,0,0,0,0,0.42,0,0,9618,9,9,9,-9618,0,9,0,0,9618,0,-9618,0,0,9618
000004.SZ,20260709,16,0,0.42,1890,-1890,0,6,0,0,0,0,0,0,0,0.42,0,0,1890,6,6,6,-1890,0,6,0,0,1890,0,-1890,0,0,1890
000004.SZ,20260709,17,0,0.42,24654,-24654,0,5,0,0,0,0,0,0,0,0.42,0,0,24654,5,5,5,-24654,0,5,0,0,24654,0,-24654,0,0,24654
000004.SZ,20260709,18,0,0.42,9534,-9534,0,5,0,0,0,0,0,0,0,0.42,0,0,9534,5,5,5,-9534,0,5,0,0,9534,0,-9534,0,0,9534
000004.SZ,20260709,19,0,0.42,74256,-74256,0,11,0,0,0,0,0,0,0,0.42,0,0,74256,11,11,11,-74256,0,11,0,0,74256,0,-74256,0,0,74256
000004.SZ,20260709,20,0,0.42,11004,-11004,0,2,0,0,0,0,0,0,0,0.42,0,0,11004,2,2,2,-11004,0,2,0,0,11004,0,-11004,0,0,11004
000004.SZ,20260709,21,0,0.42,5796,-5796,0,8,0,0,0,0,0,0,0,0.42,0,0,5796,8,8,8,-5796,0,8,0,0,5796,0,-5796,0,0,5796
000004.SZ,20260709,22,0,0.42,25956,-25956,0,8,0,0,0,0,0,0,0,0.42,0,0,25956,8,8,8,-25956,0,8,0,0,25956,0,-25956,0,0,25956
000004.SZ,20260709,23,0,0.42,294,-294,0,3,0,0,0,0,0,0,0,0.42,0,0,294,3,3,3,-294,0,3,0,0,294,0,-294,0,0,294
000004.SZ,20260709,24,0,0.42,7908.6,-7908.6,0,21,0,0,0,0,0,0,0,0.42,0,0,7908.6,21,21,21,-7908.6,0,21,0,0,7908.6,0,-7908.6,0,0,7908.6
000004.SZ,20260709,25,0,0.42,8400,-8400,0,2,0,0,0,0,0,0,0,0.42,0,0,8400,2,2,2,-8400,0,2,0,0,8400,0,-8400,0,0,8400
000004.SZ,20260709,26,0,0.42,24738,-24738,0,2,0,0,0,0,0,0,0,0.42,0,0,24738,2,2,2,-24738,0,2,0,0,24738,0,-24738,0,0,24738
000004.SZ,20260709,27,0,0.42,53424,-53424,0,11,0,0,0,0,0,0,0,0.42,0,0,53424,11,11,11,-53424,0,11,0,0,53424,0,-53424,0,0,53424
000004.SZ,20260709,28,0,0.42,12096,-12096,0,4,0,0,0,0,0,0,0,0.42,0,0,12096,4,4,4,-12096,0,4,0,0,12096,0,-12096,0,0,12096
000004.SZ,20260709,29,0,0.42,2520,-2520,0,2,0,0,0,0,0,0,0,0.42,0,0,2520,2,2,2,-2520,0,2,0,0,2520,0,-2520,0,0,2520
000004.SZ,20260709,30,0,0.42,9702,-9702,0,4,0,0,0,0,0,0,0,0.42,0,0,9702,4,4,4,-9702,0,4,0,0,9702,0,-9702,0,0,9702
000004.SZ,20260709,31,0,0.42,12684,-12684,0,2,0,0,0,0,0,0,0,0.42,0,0,12684,2,2,2,-12684,0,2,0,0,12684,0,-12684,0,0,12684
000004.SZ,20260709,32,0,0.42,3906,-3906,0,4,0,0,0,0,0,0,0,0.42,0,0,3906,4,4,4,-3906,0,4,0,0,3906,0,-3906,0,0,3906
000004.SZ,20260709,33,0,0.42,13524,-13524,0,5,0,0,0,0,0,0,0,0.42,0,0,13524,5,5,5,-13524,0,5,0,0,13524,0,-13524,0,0,13524
000004.SZ,20260709,34,0,0.42,4620,-4620,0,3,0,0,0,0,0,0,0,0.42,0,0,4620,3,3,3,-4620,0,3,0,0,4620,0,-4620,0,0,4620
000004.SZ,20260709,35,0,0.42,1764,-1764,0,1,0,0,0,0,0,0,0,0.42,0,0,1764,1,1,1,-1764,0,1,0,0,1764,0,-1764,0,0,1764
000004.SZ,20260709,36,0,0.42,4368,-4368,0,2,0,0,0,0,0,0,0,0.42,0,0,4368,2,2,2,-4368,0,2,0,0,4368,0,-4368,0,0,4368
000004.SZ,20260709,37,0,0.42,43680,-43680,0,3,0,0,0,0,0,0,0,0.42,0,0,43680,3,3,3,-43680,0,3,0,0,43680,0,-43680,0,0,43680
000004.SZ,20260709,38,0,0.42,126,-126,0,2,0,0,0,0,0,0,0,0.42,0,0,126,2,2,2,-126,0,2,0,0,126,0,-126,0,0,126
000004.SZ,20260709,39,0,0.42,798,-798,0,2,0,0,0,0,0,0,0,0.42,0,0,798,2,2,2,-798,0,2,0,0,798,0,-798,0,0,798
000004.SZ,20260709,40,0,0.42,18606,-18606,0,7,0,0,0,0,0,0,0,0.42,0,0,18606,7,7,7,-18606,0,7,0,0,18606,0,-18606,0,0,18606
000004.SZ,20260709,41,0,0.42,60060,-60060,0,5,0,0,0,0,0,0,0,0.42,0,0,60060,5,5,5,-60060,0,5,0,0,60060,0,-60060,0,0,60060
000004.SZ,20260709,42,0,0.42,12222,-12222,0,3,0,0,0,0,0,0,0,0.42,0,0,12222,3,3,3,-12222,0,3,0,0,12222,0,-12222,0,0,12222
000004.SZ,20260709,43,0,0.42,6930,-6930,0,2,0,0,0,0,0,0,0,0.42,0,0,6930,2,2,2,-6930,0,2,0,0,6930,0,-6930,0,0,6930
000004.SZ,20260709,44,0,0.42,210,-210,0,2,0,0,0,0,0,0,0,0.42,0,0,210,2,2,2,-210,0,2,0,0,210,0,-210,0,0,210
000004.SZ,20260709,45,0,0.42,1260,-1260,0,1,0,0,0,0,0,0,0,0.42,0,0,1260,1,1,1,-1260,0,1,0,0,1260,0,-1260,0,0,1260
000004.SZ,20260709,46,0,0.42,4242,-4242,0,2,0,0,0,0,0,0,0,0.42,0,0,4242,2,2,2,-4242,0,2,0,0,4242,0,-4242,0,0,4242
000004.SZ,20260709,47,0,0.42,1428,-1428,0,5,0,0,0,0,0,0,0,0.42,0,0,1428,5,5,5,-1428,0,5,0,0,1428,0,-1428,0,0,1428
000006.SZ,20260709,0,1,6.72,4470324,-266658,1889597,255,-141002,201,0,438556,0,0,0,6.75,1888600,0.004464285714285751,2418882,488,488,456,-351118,0,487,-141002,2051442,1845614,0,42986,84460,297554,2381717
000006.SZ,20260709,1,0,6.75,1879712,-663131,607279,133,-675,135,0,675,0,0,0,6.77,873937,0.0029629629629629,1005775,269,269,268,-663805,0,269,-675,873937,1005100,0,-131163,674,0,1271759
000006.SZ,20260709,2,0,6.77,4598834,2416177,3773571,125,551171,241,0,21760,0,0,19040,6.83,2261592,0.008862629246676587,1764311,368,368,366,2416177,0,368,551171,2834523,1742551,19040,519041,0,572931,806223
000006.SZ,20260709,3,0,6.84,3853461,1074211,2634524,121,574350,199,0,31415,0,0,0,6.84,2012314,0.0014641288433381826,1416222,333,333,320,957724,0,333,574350,2437239,1203967,0,808347,116487,605765,1102450
000006.SZ,20260709,4,0,6.83,2394319,-390175,824882,161,-354380,119,0,359147,0,0,0,6.83,884054,-0.0014619883040935362,1499378,280,280,280,-390175,0,280,-354380,894941,1146351,0,-262297,0,4767,1569437
000006.SZ,20260709,5,0,6.83,5400452,652223,4190644,122,2343705,193,0,3429,0,0,0,6.82,1874649,-0.0014641288433381826,1325730,320,320,315,716599,0,320,2343705,4074722,1175240,0,699409,-64376,2347134,1130340
000006.SZ,20260709,6,0,6.82,1646233,-135949,687466,94,-117640,66,0,117640,0,0,0,6.83,751541,0.0014662756598240157,894692,164,164,160,-144805,0,164,-117640,751541,777052,0,-25511,8856,0,949911
000006.SZ,20260709,7,0,6.83,2400514,477900,1617633,55,397772,167,0,0,0,0,0,6.88,1488860,0.007320644216691043,625894,231,231,222,471762,0,231,397772,1774620,513882,0,974978,6138,397772,748099
000006.SZ,20260709,8,0,6.87,1003461,-243964,358917,66,-41663,58,0,41663,0,0,0,6.84,357524,-0.005813953488372098,645937,124,124,124,-243964,0,124,-41663,357524,604274,0,-246750,0,0,644544
000006.SZ,20260709,9,0,6.84,1839214,-543641,343234,78,-606369,37,0,606369,0,0,0,6.82,344602,-0.0029239766081870723,1494612,117,117,115,-541589,0,117,-606369,344602,888243,0,-543641,-2052,0,1491192
000006.SZ,20260709,10,0,6.81,1419657,-808095,313965,66,16368,57,0,0,0,0,0,6.8,278529,-0.0029325513196481615,1124760,123,123,123,-808095,0,123,16368,294897,1124760,0,-846231,0,16368,1105692
000006.SZ,20260709,11,0,6.81,1605630,-1028460,230870,105,-115430,41,0,115430,0,0,0,6.78,230870,-0.002941176470588173,1374760,146,146,146,-1028460,0,146,-115430,230870,1259330,0,-1028460,0,0,1374760
000006.SZ,20260709,12,0,6.78,2511601,-2087585,160447,200,-103122,50,0,103122,0,0,0,6.74,160447,-0.005899705014749268,2351154,250,250,250,-2087585,0,250,-103122,160447,2248032,0,-2087585,0,0,2351154
000006.SZ,20260709,13,0,6.75,2061901,-884513,555044,86,-67300,80,0,67300,0,0,0,6.73,551013,-0.0014836795252225203,1510888,166,166,166,-884513,0,166,-67300,551013,1443588,0,-892575,0,0,1506857
000006.SZ,20260709,14,0,6.73,3805651,-1509573,579166,191,-1110866,124,0,1110866,0,0,0,6.7,924124,-0.004457652303120394,2881527,319,319,315,-1523013,0,319,-1110866,924124,1770661,0,-846537,13440,0,3213045
000006.SZ,20260709,15,0,6.7,1586848,-263609,634525,180,-54189,90,0,54189,0,0,0,6.7,620455,0,966393,270,270,270,-263609,0,270,-54189,620455,912204,0,-291749,0,0,952323
000006.SZ,20260709,16,0,6.7,1217436,-227946,489401,98,-10688,127,0,10688,0,0,0,6.69,496760,-0.001492537313432804,720676,225,225,225,-227946,0,225,-10688,496760,709988,0,-213228,0,0,728035
000006.SZ,20260709,17,0,6.69,1889726,-25848,917620,104,-28638,116,0,28638,0,0,0,6.67,721565,-0.0029895366218236864,1168161,220,220,220,-25848,0,220,-28638,721565,1139523,0,-417958,0,0,972106
000006.SZ,20260709,18,0,6.66,1913824,177138,1043148,81,-1998,301,0,1998,0,0,0,6.69,942371,0.0029985007496252567,971453,383,383,382,175804,0,383,-1998,942371,969455,0,-27084,1334,0,869342
000006.SZ,20260709,19,0,6.69,1864474,-1158204,354471,78,10688,80,0,0,0,0,0,6.68,303016,-0.0014947683109119096,1550770,166,166,158,-866956,0,166,10688,313704,1550770,0,-1247754,-291248,10688,1210739
000006.SZ,20260709,20,0,6.67,2564584,-235120,1088758,121,-85248,118,0,85248,0,0,0,6.66,582106,-0.0029940119760478406,1982478,248,248,239,-259799,0,248,-85248,582106,1897230,0,-1315124,24679,0,1433805
000006.SZ,20260709,21,0,6.66,1424590,-305642,559474,78,0,43,0,0,0,0,0,6.66,642058,0,782532,121,121,121,-305642,0,121,0,642058,782532,0,-140474,0,0,865116
000006.SZ,20260709,22,0,6.66,1933826,45318,971620,137,-26594,112,0,35918,0,0,0,6.67,1070646,0.0015015015015014694,853856,254,254,249,45988,0,254,-26594,1079970,817938,0,252708,-670,9324,952226
000006.SZ,20260709,23,0,6.67,576283,496109,536196,20,0,96,0,0,0,0,0,6.69,356235,0.0029985007496252567,220048,116,116,116,496109,0,116,0,356235,220048,0,136187,0,0,40087
000006.SZ,20260709,24,0,6.68,1039377,102903,569136,79,-4008,90,0,4008,0,0,0,6.67,336576,-0.0029895366218236864,702801,169,169,169,102903,0,169,-4008,336576,698793,0,-362217,0,0,470241
000006.SZ,20260709,25,0,6.68,1168977,662225,915601,30,0,120,0,0,0,0,0,6.7,953071,0.004497751124437818,215906,150,150,150,662225,0,150,0,953071,215906,0,737165,0,0,253376
000006.SZ,20260709,26,0,6.71,1272608,-14306,605701,61,0,83,0,0,0,0,0,6.71,947640,0.001492537313432804,324968,145,145,144,-37756,0,145,0,947640,324968,0,622672,23450,0,643457
000006.SZ,20260709,27,0,6.7,2556595,-1100630,1026948,101,597931,38,0,45356,0,0,0,6.68,1093106,-0.004470938897168443,820202,139,139,139,-1100630,0,139,597931,1736393,774846,0,318260,0,643287,1529647
000006.SZ,20260709,28,0,6.67,587885,414319,501102,17,0,63,0,0,0,0,0,6.68,427737,0,160148,80,80,80,414319,0,80,0,427737,160148,0,267589,0,0,86783
000006.SZ,20260709,29,0,6.68,833782,208342,521062,31,0,90,0,0,0,0,0,6.7,646786,0.0029940119760479733,186996,121,121,121,208342,0,121,0,646786,186996,0,459790,0,0,312720
000006.SZ,20260709,30,0,6.7,397110,-23164,186973,38,0,38,0,0,0,0,0,6.71,231126,0.001492537313432804,165984,76,76,76,-23164,0,76,0,231126,165984,0,65142,0,0,210137
000006.SZ,20260709,31,0,6.71,1912787,873339,1361370,47,-52650,120,0,52650,0,0,0,6.77,1064112,0.008941877794336752,848675,170,170,167,880739,0,170,-52650,1064112,796025,0,268087,-7400,0,533281
000006.SZ,20260709,32,0,6.77,995175,56538,493426,89,-64861,57,0,64861,0,0,0,6.76,546859,-0.0014771048744460543,448316,146,146,146,56538,0,146,-64861,546859,383455,0,163404,0,0,501749
000006.SZ,20260709,33,0,6.76,1669320,660724,1165022,40,0,97,0,0,0,0,0,6.77,1242877,0.0014792899408283709,426443,137,137,137,660724,0,137,0,1242877,426443,0,816434,0,0,504298
000006.SZ,20260709,34,0,6.77,2654493,544455,1731684,53,264420,81,0,0,0,0,0,6.77,1567474,0,822599,134,134,134,544455,0,134,264420,1831894,822599,0,744875,0,264420,922809
000006.SZ,20260709,35,0,6.77,3317562.31,2405227.31,2882836.31,52,51055,155,0,0,0,0,0,6.81,2891432.31,0.005908419497784348,375075,209,209,207,2401141.31,0,209,51055,2942487.31,375075,0,2516357.31,4085.9999999999995,51055,430640
000006.SZ,20260709,36,0,6.81,1595326,-1066551,251797,107,681,48,0,0,0,0,0,6.79,425230,-0.0029368575624081606,1169415,161,161,155,-1078801,0,161,681,425911,1169415,0,-744185,12250,681,1329917
000006.SZ,20260709,37,0,6.79,1969911,-568971,700470,100,0,82,0,0,0,0,0,6.78,1066457,-0.0014727540500736062,903454,182,182,182,-568971,0,182,0,1066457,903454,0,163003,0,0,1269441
000006.SZ,20260709,38,0,6.78,1289184,114785,615647,67,-145555,69,0,145555,0,0,0,6.79,739766,0.0014749262536872842,549418,137,137,136,101225,0,137,-145555,739766,403863,0,335903,13560,0,659977
000006.SZ,20260709,39,0,6.8,2080360,688400,1437498,80,106236,75,0,0,0,0,0,6.78,1277686,-0.0014727540500736062,696438,155,155,155,688400,0,155,106236,1383922,696438,0,581248,0,106236,642862
000006.SZ,20260709,40,0,6.78,1558733,57681,806857,71,8148,50,0,0,0,0,0,6.78,747827,0,802758,124,124,121,54969,0,124,8148,755975,802758,0,-54931,2712,8148,743740
000006.SZ,20260709,41,0,6.79,563686,96564,328088,37,0,49,0,0,0,0,0,6.8,330125,0.0029498525073745683,233561,87,87,86,94527,0,87,0,330125,233561,0,96564,2037,0,233561
000006.SZ,20260709,42,0,6.8,1881326,-523864,623400,223,-10170,90,0,10170,0,0,0,6.78,793829,-0.002941176470588173,1087497,322,322,313,-574110,0,322,-10170,793829,1077327,0,-283498,50246,0,1207680
000006.SZ,20260709,43,0,6.78,1852321.8,1408229.8,1628238.8,53,0,233,0,0,0,0,0,6.81,1622787.8,0.004424778761061852,229534,292,292,286,1410266.8,0,292,0,1622787.8,229534,0,1393253.8,-2037,0,217972
000006.SZ,20260709,44,0,6.8,3856649,2252548,3181090,106,441215,204,0,0,0,0,0,6.82,2915157,0.0014684287812042108,522816,321,321,310,2172754,0,321,441215,3333833,500277,0,2414880,79794,441215,567121
000006.SZ,20260709,45,0,6.83,5961543,87136,3390862,138,801455,222,0,524546,0,0,0,6.84,2220895,0.0029325513196480314,2208380,382,382,360,125428,0,382,801455,3753163,1890101,0,330794,-38292,1326001,2463979
000006.SZ,20260709,46,0,6.84,3190569,-481241,1334173,248,27360,211,0,0,0,0,0,6.82,1512524,-0.0029239766081870723,1650685,471,471,459,-173912,0,471,27360,1539884,1650685,0,-138161,-307329,27360,1480725
000006.SZ,20260709,47,0,6.82,1550040,932862,1188938,115,-105026,126,0,105710,0,0,0,6.84,990601,0.0029325513196480314,558755,241,241,241,932862,0,241,-105026,991285,453045,0,537556,0,684,361102
000007.SZ,20260709,0,0,11.15,4356057,-249921,914964,125,-1951944,103,0,2110503,10,10,0,11.17,873217,0.001793721973094132,2010109,256,266,228,-270924,0,256,-1951944,2345948,1213778,0,-340561,21003,158559,3137832
000007.SZ,20260709,1,0,11.17,2803964,-216246,1455247,136,345216,87,0,399263,0,0,22440,11.21,979842,0.0035810205908684803,822047,233,233,223,-171646,0,233,345216,1981917,680380,22440,299462,-44600,744479,1281677
000007.SZ,20260709,2,0,11.24,1915332,143073,903595,107,-251215,71,0,360587,0,0,0,11.15,781958,-0.005352363960749375,852116,178,178,178,143073,0,178,-251215,1063216,663415,0,118543,0,109372,1011737
000007.SZ,20260709,3,0,11.16,2032023,-1266887,246307,175,-270288,34,0,270288,0,0,0,11.06,304887,-0.008071748878923753,1727136,210,210,209,-1268004,0,210,-270288,304887,1456848,0,-1151961,1117,0,1784599
000007.SZ,20260709,4,0,11.06,1648673,-376436,498601,94,-275035,92,0,275035,0,0,0,11.07,870779,0.0009041591320072139,746957,193,193,186,-335527,0,193,-275035,901716,502859,0,367920,-40909,0,1109163
000007.SZ,20260709,5,3,11.07,1401734,297284,766930,53,-89822,69,0,97592,0,0,0,11.06,426364,-0.0009033423667569817,871117,126,126,122,261846,0,123,-89822,530617,870008,0,-443644,35438,7770,594906
000007.SZ,20260709,6,0,11.08,5832562,300248,3305445,222,994150,162,0,569138,0,0,0,11.07,1655995,0.0009041591320072139,2646537,401,401,384,57711,0,401,994150,3186025,2044141,0,-388146,242537,1563288,2253584
000007.SZ,20260709,7,0,11.07,991623,46404,527371,45,38855,50,0,0,0,0,0,11.07,503983,0,448785,97,97,95,80680,0,97,38855,542838,448785,0,55198,-34276,38855,407836
000007.SZ,20260709,8,0,11.06,2549745,1160634,1760893,47,-95389,114,0,184094,0,0,0,11.15,1941122,0.007226738934056014,454487,173,173,161,1114032,0,173,-95389,2095258,335824,0,1605298,46602,88705,742250
000007.SZ,20260709,9,0,11.15,1226669,-148563,435890,53,-126304,54,0,126304,0,0,0,11.04,389517,-0.009865470852018046,836044,109,109,107,-188574,0,109,-126304,390625,710848,0,-321331,40011,0,750768
000007.SZ,20260709,10,0,11.03,660630,301292,480961,28,0,95,0,0,0,0,0,11.03,304481,-0.0009057971014492561,356149,124,124,123,310124,0,124,0,304481,356149,0,-51668,-8832,0,170837
000007.SZ,20260709,11,0,11.03,2014465,-1080391,353121,87,-148632,54,0,167319,0,0,0,10.97,476291,-0.005439709882139504,1519487,156,156,141,-852877,0,156,-148632,494978,1352168,0,-875877,-227514,18687,1354630
000007.SZ,20260709,12,0,10.99,2594935,-844119,426282,127,-887272,57,0,978900,0,0,0,10.89,725987,-0.007292616226071109,1253868,186,186,184,-849609,0,186,-887272,1341067,798420,0,-72433,5490,91628,2163163
000007.SZ,20260709,13,0,10.89,1687863,-275542,516564,86,-324693,83,0,344310,0,0,0,10.85,584027,-0.003673094582185576,1004941,174,174,169,-299534,0,174,-324693,682922,739909,0,-155882,23992,19617,1140791
000007.SZ,20260709,14,0,10.85,2278279,254264,1490075,80,451943,125,0,0,0,0,0,10.88,998904,0.0027649769585254506,827432,208,208,205,256436,0,208,451943,1450847,827432,0,171472,-2172,451943,781696
000007.SZ,20260709,15,0,10.89,9316132,-525816,3549535,287,-1460668,124,0,3239614,0,0,0,10.72,1887505,-0.014705882352941188,4238284,434,434,411,-528957,0,434,-1460668,5077848,2410067,0,-522562,3141.0000000000036,1778946,5539160
000007.SZ,20260709,16,0,10.7,3633003,764885,2976385,51,1696720,132,0,248920,0,0,0,10.79,811487,0.006529850746268517,857842,196,196,183,743328,0,196,1696720,2775161,626956,0,184531,21557,1945640,536337
000007.SZ,20260709,17,0,10.79,2466796,75334,836079,67,-841922,60,0,876502,0,0,0,10.72,786045,-0.006487488415199121,1460627,133,133,127,65625,0,133,-841922,1006169,769669,0,16376,9709,34580,1612376
000007.SZ,20260709,18,0,10.71,1401520,-95798,544653,94,130378,71,0,0,0,0,0,10.79,610265,0.006529850746268517,660877,189,189,165,-152936,0,189,130378,740643,660877,0,-50612,57138,130378,567211
000007.SZ,20260709,19,0,10.78,875976,394980,630093,41,0,93,0,0,0,0,0,10.8,572951,0.0009267840593143248,303025,135,135,134,389595,0,135,0,572951,303025,0,269926,5385,0,240498
000007.SZ,20260709,20,0,10.8,753645,22008,396998,91,18343,45,0,0,0,0,0,10.74,360369,-0.005555555555555601,374933,136,136,136,22008,0,136,18343,378712,374933,0,-14564,0,18343,356647
000007.SZ,20260709,21,0,10.75,1012485,18315,454771,111,-97610,81,0,126732,0,0,0,10.74,524388,0,442865,206,206,192,47445,0,206,-97610,569620,332243,0,192145,-29130,29122,504936
000007.SZ,20260709,22,0,10.74,1028716,506263,724592,53,-49211,124,0,120293,0,0,0,10.77,656738,0.002793296089385415,208532,178,178,177,487971,0,178,-49211,820184,180603,0,476135,18292,71082,285832
000007.SZ,20260709,23,0,10.76,2575044,1124092,2465718,19,1253880,92,0,0,0,0,0,10.84,1227994,0.006499535747446637,93170,120,120,111,1113302,0,120,1253880,2481874,93170,0,1134824,10790,1253880,98536
000007.SZ,20260709,24,0,10.83,1773189,204006,939875,44,84164,94,0,116832,0,0,164136.99999999997,10.78,920450,-0.005535055350553551,683382,144,144,138,195270,0,144,84164,1089807,534911,164136.99999999997,385539,8736,200996,660441
000007.SZ,20260709,25,0,10.79,553607,266497,418168,14,16232,81,0,0,0,0,0,10.84,391102,0.005565862708719898,146273,96,96,95,270825,0,96,16232,407334,146273,0,244829,-4328,16232,131111
000007.SZ,20260709,26,0,10.84,253675,-119221,67227,10,0,16,0,0,0,0,0,10.84,65059,0,188616,26,26,26,-119221,0,26,0,65059,188616,0,-123557,0,0,186448
000007.SZ,20260709,27,0,10.84,1178426,-226335,533593,52,115095,127,0,40071,0,0,0,10.83,331790,-0.0009225092250922313,696895,179,179,179,-226335,0,179,115095,481531,651399,0,-319609,0,155166,644833
000007.SZ,20260709,28,0,10.83,422053,-162265,129894,46,0,29,0,0,0,0,0,10.81,105008,-0.0018467220683286772,317045,77,77,75,-157937,0,77,0,105008,317045,0,-212037,-4328,0,287831
000007.SZ,20260709,29,0,10.82,635514,52004,331833,31,-17348,114,0,66185,0,0,6504,10.87,298143,0.005550416281220973,291789,147,147,145,52004,0,147,-17348,343725,222349,6504,75794,0,48837,297177
000007.SZ,20260709,30,0,10.87,482604,98024.00000000001,307720,41,34812,54,0,0,0,0,0,10.89,268555,0.0018399264029440065,179237,97,97,95,113256.00000000001,0,97,34812,303367,179237,0,89318.00000000001,-15232,34812,159652
000007.SZ,20260709,31,0,10.89,853445,463937,658691,43,0,150,0,0,0,0,0,10.89,656515,0,196930,193,193,193,463937,0,193,0,656515,196930,0,459585,0,0,194754
000007.SZ,20260709,32,0,10.91,226877,126607,176742,13,0,75,0,0,0,0,0,10.9,176742,0.0009182736455463532,50135,88,88,88,126607,0,88,0,176742,50135,0,126607,0,0,50135
000007.SZ,20260709,33,0,10.91,325746,-136016,94865,37,0,35,0,0,0,0,0,10.9,136213,0,189533,73,73,72,-134926,0,73,0,136213,189533,0,-53320,-1090,0,229791
000007.SZ,20260709,34,0,10.9,1562108,574312,1016322,57,-103776,137,0,128974,0,0,0,10.93,996594,0.0027522935779815925,540316,194,194,194,574312,0,194,-103776,1021792,411342,0,585252,0,25198,545786
000007.SZ,20260709,35,0,10.92,1067414,588096,896748,30,137986,120,0,0,0,0,0,10.99,755459,0.0054894784995425895,173969,150,150,150,588096,0,150,137986,893445,173969,0,581490,0,137986,170666
000007.SZ,20260709,36,0,11,3054815,-224218,450293,208,-1930011,131,0,2050907,0,0,0,10.95,272319,-0.0036396724294814305,1046067,342,342,339,-194681,0,342,-1930011,2008748,610693,0,-338374,-29537,120896,2574985
000007.SZ,20260709,37,0,10.95,2274692,-991287,154640,76,-960949,42,0,960949,0,0,0,10.97,214996,0.0018264840182649635,1927080,120,120,118,-993487,0,120,-960949,347612,1098747,0,-883751,2200,0,2109076
000007.SZ,20260709,38,0,10.97,474163,-135861,169151,27,0,70,0,0,0,0,0,11,160367,0.0027347310847766052,313796,97,97,97,-135861,0,97,0,160367,313796,0,-153429,0,0,305012
000007.SZ,20260709,39,0,11.01,1962730,-147451,187471,97,-1438143,37,0,1457997,0,0,0,10.94,262220,-0.0054545454545455,1118180,140,140,134,-132075,0,140,-1438143,844550,222659,0,39561,-15376,19854,1757689
000007.SZ,20260709,40,0,10.94,349531,-24911,162310,21,0,48,0,0,0,0,0,10.98,139299,0.0036563071297989877,210232,72,72,69,118534,0,72,0,139299,210232,0,-70933,-143445,0,43776
000007.SZ,20260709,41,0,10.98,326739,41581.000000000015,184160,16,0,30,0,0,0,0,0,10.96,163330,-0.0018214936247722745,163409,47,47,46,42677.000000000015,0,47,0,163330,163409,0,-78.99999999998545,-1096,0,141483
000007.SZ,20260709,42,0,10.97,670461,-337041,157956,74,0,77,0,0,0,0,0,10.95,137084,-0.0009124087591242301,533377,188,188,151,-308573,0,188,0,137084,533377,0,-396293,-28468,0,466529
000007.SZ,20260709,43,0,10.95,1151399,-174934.99999999997,485495,151,-3282,100,0,3282,0,0,0,10.96,233417,0.000913242009132563,917982,298,298,251,-47799.99999999997,0,298,-3282,233417,914700,0,-681283,-127135,0,536577
000007.SZ,20260709,44,0,10.96,1055182,181291,569484,78,-79935,94,0,79935,0,0,0,10.97,579389,0.000912408759124068,472508,183,183,172,180189,0,183,-79935,582674,395858,0,183531,1102,0,469230
000007.SZ,20260709,45,0,10.97,1736992,-334159,594799,81,-70907,128,0,106021,0,0,0,10.94,1059335,-0.002734731084776767,642543,219,219,209,-395468,0,219,-70907,1094449,536522,0,522813,61309,35114,1061174
000007.SZ,20260709,46,0,10.95,3991446,-1157350,635727,235,-1551726,108,0,1576816,0,0,0,10.86,1115121,-0.007312614259597813,2265906,353,353,343,-1136584,0,353,-1551726,1725540,1274419,0,-159298,-20766,25090,3324037
000007.SZ,20260709,47,0,10.86,3689577,-2815009,258521,211,-134064,39,0,196023,0,0,0,10.85,2193972,-0.0009208103130754869,1433646,263,263,250,-2837792,0,263,-134064,2255931,1237623,0,956349,22783,61959,3230377
000009.SZ,20260709,0,2,6.15,8188747.3100000005,271360.69,4909404,366,1863120,436,0,226561,0,0,0,6.13,3083709.31,-0.0032520325203252783,3300990,852,852,802,256172.69,0,850,1863120,4887757.3100000005,2788796,0,294913.31,15188,2089681,2790111.3100000005
000009.SZ,20260709,1,4,6.12,3780100,1080001,2440320,194,94183,349,0,104040,0,0,0,6.15,2301003,0.0032626427406199777,1280874,551,551,543,1073829,0,547,94183,2499226,1176834,0,1124169,6172,198223,1272308
000009.SZ,20260709,2,2,6.14,3510467,-305755,1779200,323,353688,268,0,13489,0,0,0,6.15,1604515,0,1538775,591,591,591,-305755,0,589,353688,1971692,1525286,0,79229,0,367177,1731267
000009.SZ,20260709,3,1,6.15,3525017,986438,2264954,316,31939,225,0,0,0,0,0,6.14,2343387,-0.0016260162601627113,1149691,543,543,541,979695,0,542,31939,2375326,1149691,0,1193696,6743,31939,1253320
